CNPJ Entidade	Nome Entidade	N˙mero ConvÍnio	”rg„o Concedente	Motivo Impedimento
02059774000202	COOPERATIVA DE PROFISSIONAIS LIBERAIS DO VALE ARAGUAIA	630700	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02062795000198	ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS TRABALHAD	577203	MINISTERIO DA INTEGRACAO NACIONAL	INSTAURA«√O DE TCE
02067074000170	FUNDACAO DE APOIO A CIENCIA E TECNOLOGIA - FACT	509138	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
02067074000170	FUNDACAO DE APOIO A CIENCIA E TECNOLOGIA - FACT	518021	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
02067074000170	FUNDACAO DE APOIO A CIENCIA E TECNOLOGIA - FACT	530103	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
02067074000170	FUNDACAO DE APOIO A CIENCIA E TECNOLOGIA - FACT	579374	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
02067074000170	FUNDACAO DE APOIO A CIENCIA E TECNOLOGIA - FACT	581830	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
02067427000132	FUNDACAO SERIDO CENTRAL	542098	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
02067427000132	FUNDACAO SERIDO CENTRAL	588369	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
02067427000132	FUNDACAO SERIDO CENTRAL	617342	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02067427000132	FUNDACAO SERIDO CENTRAL	632411	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02067427000132	FUNDACAO SERIDO CENTRAL	632412	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02067427000132	FUNDACAO SERIDO CENTRAL	644528	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02067427000132	FUNDACAO SERIDO CENTRAL	644529	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02067637000120	AMES - ASSOCIACAO DE PAIS E AMIGOS DOS PORTADORES DE NE	463939	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02069362000164	COOPERATIVA MISTA DOS ASSENTAMENTOS DE REFORMA AGRARIA	511258	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02074007000183	ASSOC.DOS AMIG.DO ARQ.PUBLC.ESTAD.JORDAO EMERECIANO-AAP	522827	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02074032000167	INSTITUTO DE TECNOLOGIA DE SOFTWARE E SERVICOS - ITS	580056	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	388150	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	398195	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	398874	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	408560	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	412839	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	416573	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	423600	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	435032	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	498611	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
02077209000189	ASSOCIACAO NACIONAL DOS SINDICATOS SOCIAL DEMOCRATA	502114	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
02080445000154	ASSOCIACAO PROMOTORA DE ASSISTENCIA SOCIAL	564125	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02083952000141	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DA PARAIBA	526425	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
02083952000141	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DA PARAIBA	571067	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02083952000141	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DA PARAIBA	572755	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
02083952000141	ASSOCIACAO DE COOPERACAO AGRICOLA DO ESTADO DA PARAIBA	595206	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	406488	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	429165	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	462266	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	473035	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
02089331000175	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA	479919	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	512551	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	538288	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	586538	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	588462	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
02089917000130	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA DE MINAS GER	591312	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
02090790000179	ASSOCIACAO CHICO MENDES/VALE DO BACURI	518847	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
02094931000121	ASSOCIACAO COMUNITARIA INDIGENA PATAXO DA COROA VERMELH	598626	MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	632051	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	640263	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	703597	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	703664	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	706854	MINISTERIO DA CULTURA	MOTIVO N√O ESPECIFICADO
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	720399	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02097163000160	INSTITUTO ZABILIN DE ARTE E CULTURA	728246	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02103360000144	ASSOCIACAO COMUNITARIA DE RADIODIFUSAO DE SAMAMBAIA	702271	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02103360000144	ASSOCIACAO COMUNITARIA DE RADIODIFUSAO DE SAMAMBAIA	702760	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02103360000144	ASSOCIACAO COMUNITARIA DE RADIODIFUSAO DE SAMAMBAIA	703788	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02105012000106	ASSOCIACAO CULTURAL E TEATRAL UBIRAJARA FIDALGO	727317	MINISTERIO DA CULTURA	MOTIVO N√O ESPECIFICADO
02112875000100	FANCINE - CENTRO DE CULTURA E DIFUSAO AUDIOVISUAL	622999	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
02116042000118	AGENCIA DE DESENV.SUSTENTAVEL DO BRASIL CENTRAL - ADEBR	382745	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
02116042000118	AGENCIA DE DESENV.SUSTENTAVEL DO BRASIL CENTRAL - ADEBR	417614	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
02116042000118	AGENCIA DE DESENV.SUSTENTAVEL DO BRASIL CENTRAL - ADEBR	472707	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
02116042000118	AGENCIA DE DESENV.SUSTENTAVEL DO BRASIL CENTRAL - ADEBR	521498	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
02121728000105	RITS - REDE DE INFORMACOES PARA O TERCEIRO SETOR	467359	MINISTERIO DO DESENVOLVIMENTO SOCIAL	IRREGULARIDADES NA EXECU«√O
02131241000103	SINDICATO RURAL DE FORMOSA	566131	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
02131241000103	SINDICATO RURAL DE FORMOSA	593041	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
02135776000144	ASSOCIACAO COMUNITARIA DOS MORADORES DO POVOADO DE PRAI	543326	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA EXECU«√O
02148717000100	IDAS - INSTITUTO DE DESENVOLVIMENTO AMBIENTAL E SOCIAL	332429	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02161201000104	INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA	568241	MINISTERIO DOS DIREITOS HUMANOS	INSTAURA«√O DE TCE
02161201000104	INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA	569459	MINISTERIO DA EDUCACAO	INSCRICAO POR DECISAO DO T.C.U.
02161201000104	INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA	577606	MINISTERIO DO TRABALHO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02161201000104	INSTITUTO TREINAR DE EDUCACAO E TECNOLOGIA	591757	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02167270000117	ASSOCIACAO DOS PRODUTORES RURAIS DO ASSENTAMENTO DA FAZ	504353	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
02168508000129	INSTITUTO PRO ACAO	704553	MINISTERIO DO ESPORTE	MOTIVO N√O ESPECIFICADO
02168508000129	INSTITUTO PRO ACAO	726197	MINISTERIO DO ESPORTE	MOTIVO N√O ESPECIFICADO
02176472000125	ASSOCIACAO SERVICOS E COOPERACAO COM O POVO YANOMANI-SE	412663	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02181896000188	ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMI	507350	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
02181896000188	ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMI	512965	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02181896000188	ORGANIZACAO SOCIAL CIVIL PARA O DESENVOLVIMENTO ECONOMI	519104	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
02181929000190	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA	480846	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02181929000190	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA	487455	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECU«√O
02181929000190	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA	518072	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02181929000190	ASSOCIACAO ESTADUAL DE COOPERACAO AGRICOLA	520756	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02194683000190	ASSOCIACAO FLORA BRASIL	649503	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02196801000108	COOPERATIVA DE TRABALHO, ASSISTENCIA TECNICA E EXTENSAO	473319	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
02197495000116	INSTITUTO IPAD	412341	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
02197495000116	INSTITUTO IPAD	427183	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02197495000116	INSTITUTO IPAD	429182	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02197495000116	INSTITUTO IPAD	430447	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
02197495000116	INSTITUTO IPAD	430458	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02197495000116	INSTITUTO IPAD	484985	MINISTERIO DO ESPORTE	IRREGULARIDADES NA EXECU«√O
02197495000116	INSTITUTO IPAD	487332	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02197495000116	INSTITUTO IPAD	515510	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
02197495000116	INSTITUTO IPAD	517017	MINISTERIO DO ESPORTE	INSTAURA«√O DE TCE
02197495000116	INSTITUTO IPAD	542422	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
02197495000116	INSTITUTO IPAD	609169	MINISTERIO DAS CIDADES	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02202688000118	COOPERARSUL - COOPERATIVA AGROPECUARIA DOS REASSENTAMEN	514154	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02202688000118	COOPERARSUL - COOPERATIVA AGROPECUARIA DOS REASSENTAMEN	588546	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02202801000165	SINDICATO DAS EMPRESAS DE PROMOCAO, ORGANIZACAO E MONTA	703911	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02203539000173	FUNDACAO ASSIS GURGACZ	522242	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	INSTAURA«√O DE TCE
02228904000102	ORGANIZACAO DOURADENSE DE ASSOCIACOES COMUNITARIAS	609153	MINISTERIO DO ESPORTE	INSTAURA«√O DE TCE
02234129000190	VALEFRUTAS ASSOCIACAO PARA DESENVOLVIMENTO DO AGRONEGOC	365353	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
02234465000132	DESAFIO JOVEM DE SERGIPE	617559	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
02238666000108	ASSOCIACAO DE MUNICIPALIDADES MINEIRAS - AMM	595277	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA EXECU«√O
02246493000170	ASSOCIACAO LIMEIRENSE DE JOIAS	735333	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
02250417000138	AGAP-ES ASSOCIACAO DE GARANTIA AO ATLETA PROFISSIONAL D	347547	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02251216000155	INSTITUTO DE DESENVOLVIMENTO DA AQUICULTURA DE MATO GRO	337347	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02257655000175	FUNDACAO DE ADMINISTRACAO E PESQUISA ECONOMICO - SOCIAL	423700	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
02257655000175	FUNDACAO DE ADMINISTRACAO E PESQUISA ECONOMICO - SOCIAL	667218	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02258368000180	ASSOCIACAO DE TURISMO DE ARRAIAL DO CABO	564958	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
02258984000130	ASSOCIACAO DE MULHERES TRABALHADORAS RURAIS DA REGIAO S	764373	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
02273710000110	FUNDACAO BELO HORIZONTE TURISMO E EVENTOS	702755	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02273710000110	FUNDACAO BELO HORIZONTE TURISMO E EVENTOS	727311	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
02282215000178	INSTITUTO MANGUE VERDE	415419	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02289893000162	ASSOCIACAO DE PRODUTORES POVOADO LAGOA DA PEDRA	650619	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02292707000144	ASSOCIACAO DOS PRODUTORES RURAIS DO PA PARAISO	524815	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
02296511000128	ASSOCIACAO ATLETICA DOIS MIL E ONZE ESPORTE CLUBE	541253	MINISTERIO DO ESPORTE	INSTAURA«√O DE TCE
02301859000166	INSTITUTO DE PESQUISA E DESENV. INTEGRAL DA NATUREZA	749290	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	MOTIVO N√O ESPECIFICADO
02303023000109	SOCIEDADE AMBIENTALISTA DE AGUAS LINDAS DE GOIAS DR. EN	487484	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02307304000121	SINDICATO RURAL DE SAO DOMINGOS	565562	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
02307304000121	SINDICATO RURAL DE SAO DOMINGOS	632935	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	524174	MINISTERIO DA CULTURA	INSTAURA«√O DE TCE
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	570494	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	571437	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	574746	MINISTERIO DOS DIREITOS HUMANOS	INSTAURA«√O DE TCE
02307795000100	ASSOCIACAO GOIANA DE GAYS, LESBICAS E TRAVESTIS	576934	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02308185000121	ASSOCIACAO DOS ASSENTADOS DO PA DA FAZ MANGAL	504231	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
02311632000100	CENTRO DE ATIVIDADES EM ARTE CULTURA E OFICIO	389755	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02316346000129	ASSOCIACAO DOS ARTESAOS DE ASSIS	542975	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02318140000138	GRUPO GAY DE ALAGOAS	569273	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02320170000189	ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS 17 DE ABRIL	469521	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02321220000142	CENTRO CULTURAL JOSE SARNEY	430450	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
02321250000159	CENTRO DE DESENVOLVIMENTO CULTURAL E EDUCACIONAL	431970	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02324163000155	COOPERATIVA REGIONAL DE PSICICULTORES LTDA - COOPEIXE	523149	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA EXECU«√O
02328605000131	INDEP - INSTITUTO NACIONAL DE DESENVOLVIMENTO ESTUDOS E	402939	MINISTERIO DO TRABALHO	INSTAURA«√O DE TCE
02328605000131	INDEP - INSTITUTO NACIONAL DE DESENVOLVIMENTO ESTUDOS E	424028	MINISTERIO DO TRABALHO	INSTAURA«√O DE TCE
02334610000157	INSTITUTO EDUCACIONAL,CULTURAL,DE FORMACAO PROFISSIONAL	596988	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02337161000109	GRUPO DE ASSESSORIA EM AGROECOLOGIA NA AMAZONIA	465879	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECU«√O
02343575000132	ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE	543707	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
02352055000196	COFRUVALE-COOPERATIVA DOS FRUTICULTORES DO VALE DO CANI	540667	MINISTERIO DA INTEGRACAO NACIONAL	INSTAURA«√O DE TCE
02352055000196	COFRUVALE-COOPERATIVA DOS FRUTICULTORES DO VALE DO CANI	548795	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
02352055000196	COFRUVALE-COOPERATIVA DOS FRUTICULTORES DO VALE DO CANI	577179	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
02352055000196	COFRUVALE-COOPERATIVA DOS FRUTICULTORES DO VALE DO CANI	578006	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
02352055000196	COFRUVALE-COOPERATIVA DOS FRUTICULTORES DO VALE DO CANI	579607	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
02353767000120	COOPERATIVA DE SERVICO E APOIO AO DESENVOLVIMENTO HUMAN	528474	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
02355615000166	INSTITUTO EUVALDO LODI-NUCLEO REGIONAL DO AMAPA.	579923	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
02355615000166	INSTITUTO EUVALDO LODI-NUCLEO REGIONAL DO AMAPA.	580017	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
02368353000174	CONFEDERACAO BRASILEIRA DE BASQUETEBOL EM CADEIRA DE RO	390063	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02369669000180	ASSOCIACAO COMUNITARIA INDIGINA GUARANI TJERU MIRIM BA'	586475	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
02373968000199	FUNDACAO INSTITUTO DE BIODIVERSIDADE E MANEJO DE ECOSSI	416830	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECU«√O
02373968000199	FUNDACAO INSTITUTO DE BIODIVERSIDADE E MANEJO DE ECOSSI	535269	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
02375913002242	COMISSAO PASTORAL DA TERRA	517884	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA EXECU«√O
02375913002242	COMISSAO PASTORAL DA TERRA	524875	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
